TITLE,"Catullus, Carmina",LOCALDEF
SVM/1,"1_4, 2_b_1, 2_b_2, 3_2, 3_6, 3_13, 4_2, 4_5, 4_10, 4_14, 4_14, 4_25, 5_6, 5_13, 6_2, 7_2, 7_10, 8_17, 9_8, 9_10, 9_11, 10_6, 10_9, 10_10, 10_12, 10_18, 10_21, 10_30, 10_34, 12_4, 12_5, 12_8, 12_13, 12_16, 13_8, 13_10, 14_10, 14_b_2, 15_12, 16_4, 16_5, 16_6, 16_8, 17_11, 17_12, 17_20, 17_22, 17_22, 17_22, 21_2, 21_3, 21_3, 21_5, 22_2, 22_12, 22_14, 22_16, 22_18, 22_21, 23_1, 23_3, 23_5, 23_13, 23_15, 23_19, 23_21, 24_1, 24_2, 24_3, 24_5, 24_7, 24_7, 24_8, 26_2, 27_7, 28_11, 29_10, 29_12, 29_15, 30_8, 31_7, 31_11, 31_11, 31_14, 33_4, 33_7, 34_1, 34_9, 34_21, 36_17, 37_3, 37_4, 37_15, 38_1, 38_2, 38_4, 39_6, 39_6, 39_9, 39_10, 39_16, 39_17, 39_20, 40_6, 40_7, 41_5, 41_7, 41_8, 42_1, 42_2, 42_3, 42_7, 42_14, 42_15, 42_22, 43_6, 44_2, 44_2, 44_3, 44_4, 44_6, 44_10, 45_4, 48_4, 48_6, 49_2, 49_2, 49_3, 50_3, 50_13, 50_18, 50_21, 51_1, 51_2, 51_7, 51_13, 52_1, 52_4, 54_1, 55_1, 55_2, 55_13, 55_15, 55_15, 55_22, 56_4, 58_b_10, 61_46, 61_85, 61_87, 61_192, 61_198, 61_214, 61_221, 62_8, 62_9, 62_11, 62_13, 62_45, 62_58, 62_60, 62_61, 62_62, 62_62, 62_64, 63_46, 63_53, 63_57, 63_61, 63_62, 63_64, 63_64, 63_66, 63_67, 63_69, 63_90, 63_92, 64_137, 64_144, 64_158, 64_187, 64_317, 64_357, 64_362, 65_3, 66_15, 66_42, 66_61, 66_77, 66_91, 67_10, 67_10, 67_14, 67_15, 67_20, 67_26, 67_27, 67_27, 67_44, 67_47, 68_9, 68_11, 68_17, 68_28, 68_30, 68_30, 68_33, 68_37, 68_40, 68_66, 68_116, 68_117, 68_128, 68_135, 68_137, 68_141, 68_147, 68_155, 68_159, 68_160, 69_7, 72_6, 72_7, 73_3, 76_2, 76_2, 76_12, 76_13, 76_14, 76_15, 76_15, 76_17, 76_24, 76_24, 78_1, 78_3, 78_5, 78_5, 78_b_4, 79_1, 80_5, 80_7, 81_1, 81_5, 82_2, 82_4, 82_4, 83_2, 83_4, 83_5, 83_6, 83_6, 84_12, 86_1, 86_2, 86_4, 86_5, 86_5, 87_3, 88_3, 88_7, 89_1, 89_4, 89_5, 90_4, 91_2, 91_5, 91_8, 91_10, 91_10, 92_3, 93_2, 94_2, 95_9, 96_5, 97_9, 99_13, 100_3, 100_8, 100_8, 102_2, 103_2, 103_4, 104_2, 106_1, 107_2, 107_3, 109_2, 110_3, 110_5, 110_6, 110_8, 111_3, 112_1, 112_1, 112_2, 114_5, 115_2, 115_3, 115_7, 115_7, 117_2, 1_5, 3_3, 4_23, 10_3, 10_15, 11_24, 14_4, 17_14, 22_4, 22_20, 28_13, 29_16, 29_17, 30_11, 34_15, 34_23, 35_17, 36_4, 37_13, 38_5, 39_2, 44_17, 61_201, 62_54, 62_57, 62_63, 63_11, 63_49, 64_6, 64_79, 64_147, 64_220, 64_268, 64_301, 64_304, 64_396, 64_397, 64_404, 66_10, 66_27, 66_27, 66_29, 66_34, 66_43, 67_6, 67_9, 68_15, 68_22, 68_39, 68_59, 68_80, 68_94, 68_106, 68_125, 68_130, 68_154, 68_158, 71_4, 75_1, 76_8, 84_3, 87_2, 87_4, 95_2, 99_4, 99_7, 100_6, 101_8, 102_1, 102_3, 102_4, 108_4, 116_5",to be
SVMO,116_5,take up
SVMPTVOSVS,"47_5, 44_9","expensive, lavish"
SVMPTVS/2,114_4,"outlay, cost, expense"
SVPER/2,"7_2, 7_10, 51_7, 61_29, 64_286, 63_1","over, above; more; besides; prep. w/ acc., over"
SVPERBVS/2,"29_6, 64_85","proud, haughty"
SVPERCILIVM,67_46,eyebrow
SVPERFLVO/1,29_6,overflow; be or have more than enough
SVPERO,"51_2, 115_3",surpass
SVPERVEHOR,66_44,carry or drive over (w/ acc.)
SVPERVS,"55_5, 62_52, 64_8, 64_105, 64_151, 64_241, 64_390, 99_4",highest; the top of
SVPINVS,"17_4, 17_25, 28_9, 32_10, 64_312",lying on the back; facing upwards; flat; helpless
SVPPERNATVS,17_19,"having the leg cut from below; hamstrung; (transf,) felled"
SVPPLEX/2,60_4,making humble entreaty; suppliant
SVPPLICIVM,"14_20, 64_203, 116_8",compensation offered to placate a person who has been wronged; reparation; punishment
SVPPONO,69_2,"put beneath, situate below"
SVRA,64_129,calf of the leg
SVRGO,62_3,"rise, get up"
SVRRIPIO,"86_6, 99_1, 99_16",steal
SVSCIPIO,"17_6, 68_78, 88_4, 88_5",undertake; perform
SVSCITO/1,"68_124, 80_4","rouse, dislodge"
SVSPENDO,64_225,"hang, suspend"
SVSPICOR,14_8,"guess, infer; suspect"
SVSPIRO,64_98,"sigh, pant"
SVSTOLLO,"64_210, 64_235",raise
SVSVRRO,80_5,whisper
SVVS,"58_3, 61_51, 62_45, 64_201, 2_7, 3_5, 3_6, 10_1, 11_17, 15_8, 17_18, 22_20, 35_6, 45_1, 51_10, 61_42, 61_58, 61_217, 61_221, 61_224, 62_65, 63_11, 63_45, 64_27, 64_29, 64_81, 64_266, 66_57, 67_30, 67_42, 75_2, 117_3","reflex. possesive adj., his/her/its own"
SYLLA/N,14_9,a Roman cognomen
SYRIA/N,"45_22, 84_7",of or from Syria; Syrian
SYRIVS/A,6_8,of or from Syria; Syrian
SYRTIS/N,64_156,shoals on the N. African coast between Carthage and Cyrene
TABELLA,"32_5, 50_2","board, placard, tablet"
TABERNA,"36_15, 37_1, 37_10","hut; inn, hostel"
TABESCO,68_55,waste away
TABVLA,"28_6, 68_122","a flat piece of wood; a wax–coated writing tablet; pl., account books"
TACEO,"6_3, 6_12, 7_7, 21_9, 61_126, 83_3, 92_1","be silent, say nothing"
TACITVS,"6_7, 62_37, 64_104, 102_1",unspeaking; silent
TAEDA,"61_15, 64_25, 64_302, 66_79","pinewood, esp. as used in torches; torch; marriage torch, by metonymy, wedding"
TAEDET,"73_4, 73_4","impers., be sick or tired"
TAGVS/N,29_19,"the Tagus (mod. Tajo) river, which flowes west through central Spain and empties into the Atlantic near mod. Lisbon, Portugal"
TALASSIVS/N,61_134,a Roman marriage god (cf. Hymenaeus)
TALENTVM,12_7,a weight of silver used as a Greek unit of currency; a large sum of money
TALIS,"17_21, 61_91, 61_226, 62_59, 64_82, 64_157, 64_201, 64_214, 64_248, 64_265, 64_321, 64_334, 64_335, 64_382, 64_407, 66_47, 68_66, 72_7, 84_9","such a, such"
TALVS,64_308,anklebone; ankle
TAM,"2_8, 2_b_1, 3_7, 6_13, 7_9, 10_18, 10_32, 22_17, 22_17, 23_24, 60_3, 61_213, 66_75, 68_77, 68_97, 68_119, 86_4, 89_1, 89_2, 89_2, 89_3, 89_3, 104_3","to such a degree, so"
TAMEN,"10_14, 24_10, 39_15, 42_15, 55_8, 58_b_8, 61_84, 64_103, 64_188, 65_15, 68_118, 68_143, 72_6, 79_3, 101_7, 115_7, 68_135","however, nevertheless"
TAMQVAM/1,"25_8, 99_10","conj., as; just as if (it were)"
TANDEM,"62_2, 68_121",at last
TANGO,"11_24, 21_8, 63_2, 63_35, 64_172, 68_151, 89_5",touch
TANTILLVM/1,99_6,"so little, so small a quantity"
TANTVM/2,"5_13, 14_7, 22_11, 37_12, 67_40, 68_53, 68_125, 72_3, 87_1","pron. such a quantity, so much; acc. as to such a degree; only; tantum … quantum: as much .. as"
TANTVMDEM/2,17_20,just as much
TANTVS,"49_6, 15_15, 31_11, 55_14, 65_4, 65_15, 66_31, 68_107, 81_1, 87_3, 91_9, 96_5","so much, pl. so many; so great, such"
TAPPO/N,104_4,poss. a clown figure in poem 104
TARDIPES,36_7,"slow–footed, lame"
TARDO,61_83,"delay, slow"
TARDVS,"64_272, 63_19, 66_67, 71_2","slow, late, dull"
TAVRINVS,66_34,of a bull
TAVRVS,"63_10, 64_40, 64_173, 64_230, 64_389",a bull
TAVRVS/N,64_105,"a mountain range in the south of Asia Minor, directly north of Cyprus"
TECTVM,"34_20, 64_37, 64_115, 64_184, 64_246, 64_276","roof; by metonymy, house"
TEGIMEN,64_129,covering
TEGO,"50_10, 51_11, 64_49, 64_256, 65_12, 66_72, 68_44",cover
TELA,68_49,cloth on the loom; spider's web
TELEMACHVS/N,61_229,son of Odysseus (Ulysses) and Penelope
TELLVS,"64_205, 64_397, 65_7","earth, ground"
TELVM,"116_4, 116_7","spear, shaft, weapon"
TEMERE,"62_9, 68_78",recklessly; without good cause
TEMPE/N,"64_35, 64_285, 64_286","valley of the Peneus R. between Mt. Olympus and Mt. Ossa, famous for its scenic beauty"
TEMPESTAS,"64_73, 66_11","period, time, season; weather; storm"
TEMPLVM,"55_5, 64_75, 64_387, 66_63","a consecrated area; a zone, space, region, or quarter"
TEMPTO,11_14,try
TEMPVS/1,"35_13, 62_3, 62_57, 63_57, 64_22, 64_31, 64_73, 64_151, 64_169, 64_171, 66_4, 66_35, 68_15, 68_85, 68_113",time
TEMPVS/2,"61_6, 61_162, 66_60","the side of the forehead, temple"
TENAX,"17_26, 61_34","clinging, tenacious"
TENEBRAE,"3_13, 55_2","darkness; shade, shadow; place of concealment"
TENEBRICOSVS,3_11,"shadowy, dark"
TENELLVLVS,17_15,"soft, tender, delicate; romantically tender (with ref. to love poetry) (dim. of tener)"
TENEO,"2_2, 11_18, 45_2, 55_17, 55_18, 64_28, 64_209, 64_238, 67_4, 72_2",hold
TENER,"35_1, 61_3, 61_104, 61_218, 62_51, 63_10, 63_88, 67_21, 69_2","soft, tender, delicate; romantically tender (with ref. to love poetry)"
TENTVM,80_6,"taut; engorged, erect"
TENVIS,"51_9, 62_43, 64_113, 64_262, 68_49, 89_1",thin
TENVS/2,64_18,"prep. w/ abl. or gen., up to, as far as"
TEPEFACIO,64_360,make warm
TEPEFACTO,68_29,to be in the habit of warming
TEPIDVS,"63_65, 64_282",warm
TEPOR,46_1,warmth
TERES,"61_181, 64_65, 64_262, 64_314, 64_363",smooth; rounded
TERGVM,"22_21, 63_10, 63_81, 64_339",back; hide from an animal's back
TERO,"23_22, 66_30, 68_71, 68_115","rub; tread, travese repeatedly"
TERRA,"39_17, 61_73, 63_7, 64_153, 64_224, 64_389, 66_49, 68_100, 68_157",earth; land
TERROR,64_338,extreme fear
TERTIVS,"29_18, 62_63, 62_63, 62_64, 64_346",third
TESTIS/1,"64_357, 64_362",witness
TESTOR,68_122,well–attested; signed in the presence of witnesses
TETER,"60_3, 76_25","foul, vile, horrible"
TETHYS/N,"64_29, 66_70, 88_5","a sea–goddess, wife of Oceanus, mother of Doris, grandmother of Thetis"
TEVCER/N,64_344,"Teucrian, Trojan"
TEXO,"64_10, 68_49",weave
THALAMVS,"61_192, 66_17, 68_104",bedroom
THALLVS/N,"25_1, 25_4",a praenomen
THEMIS/N,68_153,Greek goddess associated with justice
THERMOPYLAE/N,68_54,"Gk. ""Hot Gates"", the narrow passage between Mt. Oeta and the Malian Gulf, named after its hot springs, where the Spartans resisted the Persian invasion of 480 B. C."
THESEVS/N,"64_53, 64_69, 64_73, 64_81, 64_102, 64_110, 64_120, 64_133, 64_200, 64_207, 64_239, 64_245, 64_247","son of Aegeus, seducer of Ariadne (later husband of her sister Phaedra), slayer of the Minotaur"
THESPIVS/N,61_27,"belonging to Thespiae, a Boetian town at the foot of Mt. Helicon"
THESSALIA/N,"64_26, 64_33","Thessaly, region of Greece south of Macedonia associated with Peleus and his son Achilles"
THESSALVS/N,"64_267, 64_280",Thessalian
THETIS/N,"64_19, 64_20, 64_21, 64_28, 64_302, 64_336","the Nereid Thetis, wife of Peleus and mother of Achilles"
THIA/N,66_44,wife of Hyperion and mother of Helios (the sun)
THIASVS,"63_28, 64_252",an orgiastic dance; a group that performs such dances
THRACIA/N,4_8,"Thrace, the land in southeastern Europe north of the Hellespont"
THYAS/N,64_391,"a Bacchant or Maenad, orgiastic worshiper of Bacchus/Dionysus"
THYNIA/N,31_5,the country of the Thyni; Bithynia
THYNVS/N,25_7,Bithynian
THYONIANVS/N,27_7,an adherent of Bacchus
THYRSVS,64_256,"a pole tipped with a pinecone, ivy, or vine leaves, as carried by bacchants"
TIBIA,64_264,"pipe, flute"
TIBICEN,63_22,"piper, a performer on the tibia"
TIBVRS/N,"39_10, 44_1, 44_2, 44_5","of or belonging to Tibur (mod. Tivoli), about 18 miles ENE of Rome"
TIGILLVM,67_39,"a small beam, e.g., the lintel or top of the doorframe"
TIMEO,"23_8, 29_20, 61_54","be afraid; w/ dat., fear for"
TIMOR,"64_99, 66_72","fear, anxiety"
TINGO,64_49,dip; dye
TINNITVS,64_262,a ringing or clanging sound
TINNVLVS,61_13,making a jingling sound; high–pitched
TINTINNO,51_11,make a ringing sound
TOLLO,"12_3, 53_4, 61_121, 62_2, 64_129, 66_55, 67_22, 67_46, 68_123, 68_142","pick up, raise, tke, carry off, steal"
TONDEO,61_139,"cut (hair), clip, trim, shear"
TOROSVS,63_83,"knotty, bulging, muscular, brawny"
TORPEO,51_9,be numb or paralyzed
TORPOR,76_21,"numbness, paralysis"
TORQVATVS/N,61_216,a Roman cognomen
TORQVEO,"64_13, 64_258, 64_313","twist, whirl, spin in an eddy"
TORREO,"45_6, 68_52, 100_7","scorch, parch"
TORVS,61_172,thong; bed
TORVVS,66_20,"grim, fierce, stern"
TOT,"4_18, 14_5, 114_2, 115_4","indecl. adj., so many"
TOTIDEM/1,92_3,"indecl. adj., the same number, as many"
TOTIENS,71_5,so often
TOTVS,"13_14, 17_10, 23_20, 28_10, 37_9, 41_2, 50_11, 61_173, 62_14, 62_62, 64_30, 64_32, 64_46, 64_66, 64_69, 64_70, 64_70, 64_93, 64_392, 66_24, 68_19, 68_22, 68_25, 68_94, 79_2, 86_3, 86_5, 109_5, 110_8","the whole, all"
TRABS,"4_3, 28_10","tree trunk, timber; by metonymy, boat; penis, ""shaft"""
TRADO,"30_7, 62_60, 66_81, 67_9, 67_19, 68_15, 97_10, 99_11, 101_8","hand down, consign, entrust, pass on"
TRANS/2,11_9,"prep. w/ acc., across"
TRANSEO/1,68_60,"go across, pass on"
TRANSFERO,61_166,"transport; with two accs., move across"
TRANSPADANVS/N,39_13,from the region of northern Italy north of the river Po (Padus)
TRECENTI,"9_2, 11_18, 12_10, 48_3",three hundred
TRECENTIES,29_14,300 times
TREMEBVNDVS,63_11,"shaking, trembling"
TREMVLVS/3,"6_10, 17_13, 61_51, 61_161, 64_128, 64_307, 68_142","shaky, trembling; shaking (voluntarily, as one dandling an infant)"
TREPIDO,"63_28, 63_43","panic; bustle, burry; tremble with excitement"
TRES,"1_6, 79_4","num. adj., three"
TRIBVO,68_32,"apportion, grant"
TRIGINTA,115_1,"indecl. num. adj., thirty"
TRINACRIVS/N,68_53,"Sicily, so–called because of its triangular shape"
TRIPVDIVM,63_26,a ritual dance in three–step
TRISTIS,"2_10, 64_126, 65_24, 68_56, 99_14, 99_14, 101_8","grim, fierce, gloomy; unhappy, sad"
TRITON/N,64_395,"Triton, a sea god; a river in Boeotia sacred to Athena/Minerva"
TRITVS/2,22_13,worn
TRIVIA/N,"34_15, 66_5","epithet of Diana, the triple goddess"
TRIVIVM,47_7,meeting place of three roads; street corner
TROIA/N,"68_88, 68_89, 68_90, 68_99, 68_99",the city and territory of Troy
TROICVS/N,64_345,Trojan
TROIVGENA/N,64_355,a Trojan–born man; Trojan
TROIVS/N,65_7,Trojan
TRVCVLENTVS,"63_16, 64_179","ferocious; n. pl. as subst., ferocity"
TRVNCVS/1,64_370,"body, trunk, torso"
TRVSO,56_6,"keep pushing or thrusting; w/ dat., of sexual intercourse"
TRVX,"4_9, 36_5, 69_6","harsh, fierce, cruel, savage"
TV,"112_2, 1_3, 1_3, 1_8, 2_9, 4_14, 4_26, 6_6, 6_14, 6_16, 7_9, 8_3, 8_7, 8_8, 8_9, 8_13, 8_14, 8_15, 8_15, 8_16, 8_19, 9_6, 10_33, 12_4, 13_2, 13_3, 13_13, 13_14, 14_1, 14_3, 14_7, 14_9, 14_13, 14_16, 14_20, 15_1, 15_9, 15_11, 15_14, 15_17, 17_5, 21_8, 22_9, 23_5, 23_15, 23_16, 23_19, 23_22, 23_24, 24_6, 24_9, 25_11, 28_3, 30_2, 30_5, 30_7, 30_9, 30_11, 30_12, 31_4, 31_6, 32_3, 32_6, 34_13, 34_15, 34_17, 34_21, 35_16, 37_17, 38_4, 38_6, 39_9, 39_15, 39_21, 40_1, 40_3, 43_6, 43_7, 44_2, 44_16, 45_3, 49_4, 49_7, 50_13, 50_16, 50_20, 51_3, 51_6, 51_13, 54_5, 55_3, 55_4, 55_4, 55_5, 55_9, 55_13, 55_14, 55_17, 58_b_10, 60_1, 61_51, 61_52, 61_54, 61_56, 61_61, 61_64, 61_66, 61_69, 61_74, 61_86, 61_136, 61_141, 61_146, 61_151, 61_156, 61_158, 61_173, 61_176, 61_192, 61_198, 61_202, 62_36, 62_59, 63_55, 63_56, 64_25, 64_28, 64_29, 64_69, 64_137, 64_149, 64_151, 64_154, 64_158, 64_161, 64_219, 64_221, 64_222, 64_228, 64_231, 64_237, 64_253, 64_299, 64_301, 64_325, 64_328, 64_330, 64_331, 65_10, 65_16, 66_21, 66_24, 66_25, 66_31, 66_40, 66_89, 67_2, 67_15, 67_37, 68_9, 68_11, 68_21, 68_21, 68_22, 68_23, 68_32, 68_39, 68_94, 68_95, 68_105, 68_107, 68_129, 68_149, 68_155, 69_1, 69_5, 69_5, 71_4, 72_1, 72_3, 72_5, 75_3, 76_6, 76_8, 76_10, 76_11, 76_11, 76_15, 78_b_3, 79_2, 80_3, 80_6, 81_2, 81_5, 81_5, 82_1, 91_1, 91_3, 91_6, 91_7, 91_8, 91_9, 91_9, 93_1, 98_1, 98_3, 99_1, 99_5, 100_5, 101_3, 101_5, 103_3, 104_4, 107_4, 107_5, 110_3, 111_4, 112_1, 116_1, 116_3, 116_8, 117_1, 117_3","nom. tute, acc. & abl. tete): second person sing. pronoun; you"
TVEOR,"64_53, 66_89","look at, view, observe"
TVLLIVS/N,49_2,Roman nomen gentile
TVM,"1_5, 8_6, 15_17, 16_7, 62_37, 64_19, 64_20, 64_21, 64_68, 64_68, 64_126, 64_128, 64_231, 64_249, 64_276, 64_312, 64_313, 64_320, 66_29, 68_87, 68_101, 68_105, 68_131, 72_3, 84_3, 86_6, 10_3, 44_21, 64_56, 66_24","then, at that time"
TVMIDVS,95_10,"swollen, bulging"
TVMVLO,64_153,cover with a burial mound; bury
TVNDO,"11_4, 59_5","beat repeatedly, buffet, pound"
TVNICA,"32_11, 67_22, 68_134, 88_2, 95_8","tunic, a standard garment worn by both sexes"
TVRBIDVS,25_4,"turbulent, stormy"
TVRBO/1,"64_107, 64_149, 64_314, 68_63","anything that spins; whirlwind, tornado; maelstrom; a weight used in spinning"
TVRGIDVLVS,3_18,swollen (dim. of turgidus)
TVRPICVLVS,41_3,somewhat ugly or indecent
TVRPIS,"42_8, 42_3, 61_103, 68_27, 68_30, 91_4","disgusting, repulsive, shameful, indecent"
TVRPITER,25_11,in an unbecoming or disgraceful manner
TVSSIS,"44_7, 44_13, 44_19",a cough
TVTAMEN,64_324,means of protection; bulwark
TVTVS,"31_6, 30_8",safe
TVVS,"3_17, 4_16, 4_17, 6_1, 6_16, 7_2, 9_3, 9_8, 12_7, 13_7, 14_11, 14_13, 15_3, 15_9, 17_5, 17_8, 17_23, 23_5, 25_9, 30_2, 30_9, 30_12, 38_1, 44_6, 44_14, 48_1, 50_7, 55_2, 56_2, 61_71, 61_101, 61_104, 61_108, 61_116, 61_138, 61_141, 61_151, 61_157, 61_172, 62_27, 62_29, 62_33, 62_62, 62_64, 63_9, 63_9, 63_81, 63_92, 64_163, 64_218, 64_253, 65_9, 65_12, 65_17, 66_39, 66_40, 66_71, 66_91, 67_14, 68_24, 68_96, 68_117, 68_155, 71_3, 75_1, 78_b_2, 79_2, 81_3, 87_4, 96_6, 100_5, 108_1, 116_7, 117_2","poss. adj., your"
TYMPANVM,"63_8, 63_9, 63_21, 63_29, 63_32, 64_261","a small drum or tom–tom, usu. as used in the worship of Cybele or Bacchus"
TYRIVS/N,61_172,"of Tyre, Tyrian; crimson (from the purple dye produced at Tyre)"
VACVVS,"64_168, 64_288","vacant, empty, empty–handed"
VADO/2,"63_31, 63_86",advance (esp. with rapid or violent movement)
VADVM,"63_47, 64_6, 64_58","a shallow piece of water, shoal; (pl.) the waters of the sea"
VAE,"8_15, 64_196","woe to, alas for"
VAGOR/2,46_7,"wander, roam"
VAGVS,"61_117, 63_4, 63_13, 63_25, 63_31, 63_86, 64_225, 64_271, 64_277, 64_340, 64_390, 65_17","roaming, wandering, rambling"
VALDE,"68_77, 69_7","vigorously; strongly, greatly; very"
VALENS,"61_234, 89_2","sturdy, robust, vigorous"
VALEO,"6_12, 8_12, 11_17, 14_21, 23_7, 46_9, 76_25, 101_10, 116_6",have strength or health; be effective
VALLIS,"68_59, 69_6",valley
VANESCO,64_199,vanish; become ineffectual
VANVS,64_111,"lacking substance, empty; vain, useless"
VAPPA,28_5,"flat wine; masc., a person who had gone flat, a nerd or dud"
VARIO,"64_50, 64_351","adorn with contrasting colors; embroider; mottle, bruise"
VARIVS,"46_11, 10_6, 61_91, 66_59","different, various; many–colored; dappled"
VARVS/N,"10_1, 22_1",friend of Catullus
VASTO,"64_346, 66_12","make desolate; destroy, sack"
VASTVS,"31_3, 63_48, 64_127, 64_156","desolate, uninhabited, featureless, dreary, endless"
VATINIANVS/N,"14_3, 53_2",of or pertaining to Publius Vatinius
VATINIVS/N,52_3,"name of a Roman gens, and of Publius Vatinius"
VBER/2,46_5,abundant; fertile; rich
VBERTIM,66_17,copiously
VBI/1,"4_10, 63_21, 63_21, 63_22, 63_23, 63_24, 63_25, 63_72, 63_72, 55_2, 55_15, 63_46, 15_12, 63_39, 63_67, 63_87",adv. where
VBICVMQVE/2,39_6,wherever
VBINAM/2,63_55,interro. where in the world? just where?
VDVS,64_131,wet
VE,"4_7, 4_9, 9_11, 11_5, 11_6, 13_10, 14_4, 30_6, 58_b_3, 61_195, 64_90, 64_163, 91_3, 96_1",or (encl. conj.)
VECORS,"15_14, 40_4",demented
VEGETVS,63_41,"vigorous, active, energetic; fresh"
VEHEMENS,50_21,"violent, forceful, zealous"
VEHO,"63_1, 64_121, 101_1","convey, carry, transport"
VEL/1,"12_7, 17_6, 23_4, 25_2, 25_2, 25_3, 55_21","part., or; even"
VELLVS,"64_319, 64_320",fleece; a piece of wool
VELO,"64_266, 64_293","cover, clothe, veil"
VELVM,"64_235, 64_243",sail
VELVT/1,"11_22, 17_18, 25_12, 61_21, 61_106, 61_194, 63_14, 63_33, 64_105, 64_353, 64_369, 68_63",just as
VENA,66_49,blood vessel; vein of ore
VENDITO,33_8,offer for sale; prostitute
VENDO,"79_3, 106_2",sell
VENENVM,"14_19, 23_10, 44_12, 77_5",poison
VENEROR,90_5,"solicit divine good will by pleasing acts; worship, venerate"
VENIA,15_2,"a favor, kindness"
VENIO,"4_23, 9_3, 9_5, 10_5, 31_9, 32_3, 35_3, 36_18, 39_2, 45_7, 61_9, 61_18, 61_90, 61_116, 61_122, 61_191, 61_202, 62_4, 64_85, 64_122, 64_388, 68_64, 68_82, 68_144, 98_3",come
VENOR,116_1,"hunt, hunt for"
VENTER,"44_8, 67_48","belly, stomach"
VENTITO,8_4,"come frequently or habitually, keep coming"
VENTOSVS,"64_12, 64_59",windy
VENTVS,"25_13, 26_5, 30_10, 58_b_6, 64_111, 64_142, 64_213, 64_239, 64_274, 65_17, 70_4",wind
VENVS/1,"66_59, 86_6","Venus or Aphrodite, goddess of love and charm"
VENVS/N,"3_1, 13_12, 36_3, 45_26, 55_20, 61_18, 61_44, 61_61, 61_198, 61_202, 63_17, 66_15, 66_56, 66_90, 68_5, 68_10","Venus or Aphrodite, goddess of love and charm"
VENVSTAS,86_3,"charm, grace, delightfulness"
VENVSTVS,"35_17, 3_2, 13_6, 22_2, 31_12, 89_2, 97_9","lovely, attractive, charming; graceful, pretty, neat"
VER,"46_1, 68_16",spring
VERANIOLVS/N,"12_17, 47_3",dim. of Veranius
VERANIVS/N,"9_1, 12_16, 28_3",friend of Catullus
VERBER,63_81,"pl., an instrument used for flogging; blows, lashes"
VERBOSVS,"55_20, 98_2","full of words, long–winded, talkative"
VERBVM,"61_98, 66_29, 67_15, 74_6, 84_9",word
VERE,"8_8, 11_19, 44_5, 66_74, 80_5, 87_2, 100_4, 109_3","truly, really, actually, rightly"
VERECVNDVS,68_136,"scrupulous; modest, honorable, restrained, seemly"
VEREOR,"15_6, 17_2, 64_404",show respect for; fear
VERIDICVS,"64_306, 64_326",truth telling
VERNVS,64_90,"of spring, vernal"
VERO/3,"64_231, 115_8, 64_47, 66_89, 97_6","in truth, indeed"
VERONA/N,"35_3, 67_34, 68_27","town in Gallia Transpadana, birthplace of Catullus"
VERONENSIS/N,100_2,"belonging to, or native of, Verona; Veronese"
VERPA,28_12,penis with foreskin drawn back; erect penis
VERPVS,47_4,having the foreskin drawn back
VERRO,64_7,sweep
VERSICVLVS,"16_3, 16_6, 50_4","light verse, a short line of verse, epigrammatic verse (dim. of versus)"
VERSO,64_314,"keep turning; pass. with middle force, toss and turn"
VERSOR,"50_12, 64_149, 64_167","keep turning; pass. w/ middle force, toss and turn"
VERSVS/1,"6_17, 22_3","a line of verse; verse, poetry"
VERTEX,"64_1, 64_63, 64_244, 64_278, 64_297, 64_309, 64_350, 64_390, 66_8, 66_39, 66_62, 66_76, 68_57, 68_107","whirlpool, whirlwind; top of the head; summit"
VERTO,66_67,turn; translate
VERVM/1,"35_11, 66_18, 66_72","but in fact, but, actually"
VERVM/4,"6_4, 10_31, 12_13, 15_9, 17_10, 23_3, 26_4, 32_9, 67_12, 76_14, 78_b_3, 92_4, 97_4, 99_3","adversative conj., assenting to what has been said but adding a qualification: but in fact, but, actually"
VERVS,"64_198, 90_4",true
VESANIO,25_13,rage
VESANVS,"7_10, 100_7","frenzied, mad, wild"
VESPER,"62_1, 62_1",the evening star
VESTER,"14_b_2, 39_20, 42_4, 55_22, 61_98, 61_209, 62_17, 64_160, 66_83, 66_87, 68_151, 71_3, 99_6","your, yours"
VESTIBVLVM,"64_276, 64_293",forecourt
VESTIGIVM,"64_113, 64_162, 64_295, 64_341, 66_13, 66_69","footprint, trail, track; mark, vestige; course; foot"
VESTIS,"64_50, 64_163, 64_234, 64_265, 64_307, 65_21, 66_81, 68_15, 69_3","clothing; any drapery, such as a bedspread or sail (cf. Eng. A suit of sails)"
VETERNVS/1,17_24,"torpor, senility"
VETVLVS/2,27_1,old (dim. of vetus)
VETVS,"7_6, 10_22, 61_213, 64_295, 67_8, 68_7, 96_3, 97_6",old
VEXO,64_80,"buffet, harry, ravage, afflict"
VIA,"35_7, 46_11","way, path, route"
VIATOR,68_61,traveler
VIBENNIVS/N,33_2,a Roman name
VIBRO,36_5,"shake, brandish"
VICIS,64_69,"a recurring occasion for action,turn; plight or situation"
